sample,time_s,raw_u16,code12,voltage_V
740,0.370010000,55421,3463,2.790712
741,0.370509000,39865,2491,2.007393
742,0.371010000,20180,1261,1.016159
743,0.371510000,7761,485,0.390803
744,0.372009000,10098,631,0.508483
745,0.372509000,25702,1606,1.294218
746,0.373008000,45499,2843,2.291092
747,0.373508000,57886,3617,2.914836
748,0.374008000,55517,3469,2.795546
749,0.374514000,39769,2485,2.002559
750,0.375014000,19924,1245,1.003268
751,0.375514000,7921,495,0.398860
752,0.376014000,10242,640,0.515734
753,0.376514000,25910,1619,1.304692
754,0.377014000,45707,2856,2.301566
755,0.377514000,57950,3621,2.918059
756,0.378013000,55373,3460,2.788295
757,0.378513000,39737,2483,2.000948
758,0.379012000,19972,1248,1.005685
759,0.379512000,7745,484,0.389998
760,0.380011000,10162,635,0.511705
761,0.380511000,25798,1612,1.299052
762,0.381011000,45531,2845,2.292703
763,0.381510000,57790,3611,2.910002
764,0.382010000,55389,3461,2.789100
765,0.382510000,40025,2501,2.015450
766,0.383010000,20068,1254,1.010520
767,0.383510000,7793,487,0.392415
768,0.384009000,10082,630,0.507677
769,0.384509000,25734,1608,1.295830
770,0.385008000,45451,2840,2.288675
771,0.385514000,57854,3615,2.913225
772,0.386013000,55341,3458,2.786683
773,0.386513000,39737,2483,2.000948
774,0.387013000,19956,1247,1.004880
775,0.387512000,8001,500,0.402889
776,0.388012000,10210,638,0.514122
777,0.388511000,25798,1612,1.299052
778,0.389011000,45931,2870,2.312845
779,0.389511000,57774,3610,2.909197
780,0.390010000,55405,3462,2.789906
781,0.390510000,39641,2477,1.996114
782,0.391009000,20260,1266,1.020188
783,0.391509000,7793,487,0.392415
784,0.392008000,10082,630,0.507677
785,0.392508000,25430,1589,1.280522
786,0.393014000,45723,2857,2.302371
787,0.393513000,57854,3615,2.913225
788,0.394013000,55389,3461,2.789100
789,0.394513000,39641,2477,1.996114
790,0.395013000,19972,1248,1.005685
791,0.395512000,7793,487,0.392415
792,0.396012000,10130,633,0.510094
793,0.396512000,25958,1622,1.307109
794,0.397012000,45595,2849,2.295926
795,0.397512000,57934,3620,2.917253
796,0.398012000,55213,3450,2.780238
797,0.398512000,39721,2482,2.000142
798,0.399012000,19988,1249,1.006491
799,0.399511000,7745,484,0.389998
800,0.400011000,10402,650,0.523790
801,0.400511000,25830,1614,1.300664
802,0.401011000,45531,2845,2.292703
803,0.401511000,57838,3614,2.912419
804,0.402010000,55469,3466,2.793129
805,0.402510000,39785,2486,2.003364
806,0.403010000,20100,1256,1.012131
807,0.403509000,7825,489,0.394026
808,0.404009000,10130,633,0.510094
809,0.404508000,25718,1607,1.295024
810,0.405008000,45755,2859,2.303983
811,0.405514000,57758,3609,2.908391
812,0.406014000,55373,3460,2.788295
813,0.406514000,39641,2477,1.996114
814,0.407013000,20020,1251,1.008102
815,0.407513000,7665,479,0.385969
816,0.408012000,10146,634,0.510900
817,0.408512000,25878,1617,1.303081
818,0.409013000,45675,2854,2.299954
819,0.409512000,57838,3614,2.912419
820,0.410012000,55405,3462,2.789906
821,0.410512000,39705,2481,1.999336
822,0.411012000,20132,1258,1.013742
823,0.411512000,7745,484,0.389998
824,0.412011000,10130,633,0.510094
825,0.412511000,25750,1609,1.296635
826,0.413011000,45787,2861,2.305594
827,0.413511000,57854,3615,2.913225
828,0.414010000,55405,3462,2.789906
829,0.414510000,39817,2488,2.004976
830,0.415010000,20116,1257,1.012937
831,0.415509000,8065,504,0.406111
832,0.416010000,10178,636,0.512511
833,0.416509000,25702,1606,1.294218
834,0.417010000,45499,2843,2.291092
835,0.417509000,57790,3611,2.910002
836,0.418009000,55517,3469,2.795546
837,0.418509000,39929,2495,2.010616
838,0.419008000,20180,1261,1.016159
839,0.419509000,7857,491,0.395637
840,0.420008000,10098,631,0.508483
841,0.420508000,25686,1605,1.293413
842,0.421014000,45627,2851,2.297537
843,0.421514000,57806,3612,2.910808
844,0.422014000,55373,3460,2.788295
845,0.422514000,39657,2478,1.996919
846,0.423013000,19780,1236,0.996017
847,0.423512000,7841,490,0.394832
848,0.424013000,10242,640,0.515734
849,0.424513000,25846,1615,1.301469
850,0.425012000,45579,2848,2.295120
851,0.425512000,57726,3607,2.906780
852,0.426012000,55469,3466,2.793129
853,0.426511000,39753,2484,2.001753
854,0.427011000,20004,1250,1.007297
855,0.427510000,7809,488,0.393220
856,0.428010000,10178,636,0.512511
857,0.428509000,25670,1604,1.292607
858,0.429009000,45307,2831,2.281424
859,0.429508000,57806,3612,2.910808
860,0.430008000,55517,3469,2.795546
861,0.430514000,39641,2477,1.996114
862,0.431008000,20084,1255,1.011325
863,0.431508000,7825,489,0.394026
864,0.432008000,10098,631,0.508483
865,0.432508000,25670,1604,1.292607
866,0.433014000,45707,2856,2.301566
867,0.433514000,57886,3617,2.914836
868,0.434014000,55357,3459,2.787489
869,0.434514000,39673,2479,1.997725
870,0.435013000,20148,1259,1.014548
871,0.435514000,7729,483,0.389192
872,0.436013000,10258,641,0.516539
873,0.436513000,25862,1616,1.302275
874,0.437013000,45595,2849,2.295926
875,0.437512000,57694,3605,2.905168
876,0.438012000,55389,3461,2.789100
877,0.438512000,39881,2492,2.008199
878,0.439011000,19924,1245,1.003268
879,0.439511000,7393,462,0.372273
880,0.440011000,10338,646,0.520568
881,0.440511000,25878,1617,1.303081
882,0.441010000,45515,2844,2.291898
883,0.441510000,57758,3609,2.908391
884,0.442010000,55373,3460,2.788295
885,0.442510000,39801,2487,2.004170
886,0.443009000,20132,1258,1.013742
887,0.443510000,7793,487,0.392415
888,0.444009000,10114,632,0.509288
889,0.444509000,25734,1608,1.295830
890,0.445009000,45467,2841,2.289480
891,0.445508000,57822,3613,2.911614
892,0.446014000,55261,3453,2.782655
893,0.446514000,39689,2480,1.998530
894,0.447014000,20116,1257,1.012937
895,0.447514000,7857,491,0.395637
896,0.448014000,10194,637,0.513317
897,0.448513000,25846,1615,1.301469
898,0.449013000,45611,2850,2.296732
899,0.449513000,57822,3613,2.911614
900,0.450013000,55453,3465,2.792323
901,0.450513000,39753,2484,2.001753
902,0.451014000,19988,1249,1.006491
903,0.451513000,7809,488,0.393220
904,0.452013000,10194,637,0.513317
905,0.452513000,25846,1615,1.301469
906,0.453013000,45531,2845,2.292703
907,0.453514000,57806,3612,2.910808
908,0.454013000,55357,3459,2.787489
909,0.454512000,39929,2495,2.010616
910,0.455012000,19956,1247,1.004880
911,0.455512000,7761,485,0.390803
912,0.456011000,10098,631,0.508483
913,0.456511000,25670,1604,1.292607
914,0.457011000,45547,2846,2.293509
915,0.457511000,57886,3617,2.914836
916,0.458010000,55485,3467,2.793934
917,0.458510000,39849,2490,2.006587
918,0.459010000,20084,1255,1.011325
919,0.459510000,7777,486,0.391609
920,0.460009000,10098,631,0.508483
921,0.460508000,25750,1609,1.296635
922,0.461009000,45531,2845,2.292703
923,0.461514000,57822,3613,2.911614
924,0.462008000,55741,3483,2.806825
925,0.462514000,39785,2486,2.003364
926,0.463014000,20164,1260,1.015354
927,0.463513000,7745,484,0.389998
928,0.464013000,10162,635,0.511705
929,0.464513000,25766,1610,1.297441
930,0.465012000,45579,2848,2.295120
931,0.465512000,57902,3618,2.915642
932,0.466012000,55469,3466,2.793129
933,0.466511000,39769,2485,2.002559
934,0.467011000,19956,1247,1.004880
935,0.467511000,7665,479,0.385969
936,0.468010000,10178,636,0.512511
937,0.468511000,25782,1611,1.298247
938,0.469011000,45515,2844,2.291898
939,0.469510000,57854,3615,2.913225
940,0.470009000,55565,3472,2.797963
941,0.470509000,39881,2492,2.008199
942,0.471009000,20404,1275,1.027439
943,0.471509000,7809,488,0.393220
944,0.472009000,10130,633,0.510094
945,0.472509000,25670,1604,1.292607
946,0.473008000,45387,2836,2.285452
947,0.473514000,57870,3616,2.914030
948,0.474014000,55149,3446,2.777015
949,0.474514000,39641,2477,1.996114
950,0.475014000,19924,1245,1.003268
951,0.475514000,7729,483,0.389192
952,0.476014000,10194,637,0.513317
953,0.476513000,25910,1619,1.304692
954,0.477013000,45515,2844,2.291898
955,0.477513000,57870,3616,2.914030
956,0.478013000,55357,3459,2.787489
957,0.478513000,39689,2480,1.998530
958,0.479012000,20036,1252,1.008908
959,0.479511000,7777,486,0.391609
960,0.480011000,10130,633,0.510094
961,0.480511000,25862,1616,1.302275
962,0.481011000,45499,2843,2.291092
963,0.481511000,57822,3613,2.911614
964,0.482010000,55469,3466,2.793129
965,0.482510000,39881,2492,2.008199
966,0.483010000,20116,1257,1.012937
967,0.483510000,7825,489,0.394026
968,0.484009000,10130,633,0.510094
969,0.484509000,25718,1607,1.295024
970,0.485009000,45403,2837,2.286258
971,0.485508000,57726,3607,2.906780
972,0.486014000,55389,3461,2.789100
973,0.486514000,39753,2484,2.001753
974,0.487014000,20148,1259,1.014548
975,0.487513000,7729,483,0.389192
976,0.488013000,10258,641,0.516539
977,0.488514000,25878,1617,1.303081
978,0.489013000,45611,2850,2.296732
979,0.489513000,57838,3614,2.912419
980,0.490012000,55421,3463,2.790712
981,0.490512000,39785,2486,2.003364
982,0.491011000,20068,1254,1.010520
983,0.491511000,7665,479,0.385969
984,0.492011000,10130,633,0.510094
985,0.492510000,25734,1608,1.295830
986,0.493010000,45451,2840,2.288675
987,0.493510000,57806,3612,2.910808
988,0.494010000,55613,3475,2.800380
989,0.494509000,39849,2490,2.006587
990,0.495009000,20180,1261,1.016159
991,0.495509000,7921,495,0.398860
992,0.496009000,10082,630,0.507677
993,0.496508000,25606,1600,1.289384
994,0.497014000,45403,2837,2.286258
995,0.497513000,57902,3618,2.915642
996,0.498013000,55437,3464,2.791518
997,0.498513000,39465,2466,1.987251
998,0.499012000,20148,1259,1.014548
999,0.499512000,7825,489,0.394026
1000,0.500012000,10050,628,0.506065
1001,0.500511000,25782,1611,1.298247
1002,0.501011000,45483,2842,2.290286
1003,0.501510000,57742,3608,2.907585
1004,0.502010000,55501,3468,2.794740
1005,0.502510000,39881,2492,2.008199
1006,0.503011000,20148,1259,1.014548
1007,0.503510000,7825,489,0.394026
1008,0.504009000,10130,633,0.510094
1009,0.504509000,25638,1602,1.290996
1010,0.505009000,45467,2841,2.289480
1011,0.505509000,57550,3596,2.897917
1012,0.506009000,55437,3464,2.791518
1013,0.506509000,39913,2494,2.009810
1014,0.507008000,20436,1277,1.029050
1015,0.507514000,7809,488,0.393220
1016,0.508008000,10066,629,0.506871
1017,0.508514000,25846,1615,1.301469
1018,0.509014000,45595,2849,2.295926
1019,0.509513000,57854,3615,2.913225
1020,0.510013000,55437,3464,2.791518
1021,0.510513000,39801,2487,2.004170
1022,0.511013000,20068,1254,1.010520
1023,0.511512000,7825,489,0.394026
